År,Myndighet,Anslagsnamn,Anslagspostsnamn,Utgiftsområdesnamn,Organisationsnummer,Total,,,Utfall januari,Utfall februari,Utfall mars,Utfall april,Utfall maj,Utfall juni,Utfall juli,Utfall augusti,Utfall september,Utfall oktober,Utfall november,Utfall december
2023,Socialstyrelsen,Bidrag till folkhälsa och sjukvård,Bidrag inom folkhälsoområdet,"Hälsovård, sjukvård och social omsorg",2021000555,3450,,,"1,725",0,0,0,0,0,"1,725",0,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Kroniska och långvariga sjukdomar,"Hälsovård, sjukvård och social omsorg",2021000829,94213482,,,0,0,"94,389,948","-176,466",0,0,"7,75",0,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Tillgänglighet,"Hälsovård, sjukvård och social omsorg",2021000829,15,,,0,15,0,0,0,0,0,0,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Kvalitetsregister,"Hälsovård, sjukvård och social omsorg",2021000829,-10118020,,,0,"0,3",68,"-10,118,095",0,0,0,0,0,7,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,European Observatory on Health Care Systems,"Hälsovård, sjukvård och social omsorg",2021000829,242347275,,,"242,347,275","0,02842325",0,0,0,0,0,0,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Personalsatsning,"Hälsovård, sjukvård och social omsorg",2021000829,1379300237,,,0,"1,044,576,676","68,899,969","106,238,057","157,483,064","2,702,513","-600,042",0,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Livmoderhalscancer,"Hälsovård, sjukvård och social omsorg",2021000829,25,,,0,0,25,0,0,0,0,0,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Civilt försvar - hälso- och sjukvård,"Hälsovård, sjukvård och social omsorg",2021000829,24540098815,,,0,"12,990,458,988","7,493,115,087","3,340,816,516","85,008,409","56,998,985","106,754,358","285,415,336","57,923,758","71,638,668","51,968,708",2
2023,Läkemedelsverket,Bidrag till folkhälsa och sjukvård,Till Läkemedelsverkets disposition,"Hälsovård, sjukvård och social omsorg",2021004078,5467389031,,,"367,873,903","351,725,706","348,000,777","734,636,548","430,032,336","442,560,913","469,323,165","439,087,167","454,447,008","458,774,272","596,260,642","374,666,594"
2023,Vetenskapsrådet,Bidrag till folkhälsa och sjukvård,Forskning inom farmaci,"Hälsovård, sjukvård och social omsorg",2021005208,4,,,0,0,0,0,0,0,0,0,0,0,0,4
2023,Socialstyrelsen,Bidrag till folkhälsa och sjukvård,Kostnader för patientförsäkring och vissa skadeersättningar,"Hälsovård, sjukvård och social omsorg",2021000555,0,,,"0,03322083","0,03322083","0,03322083","0,03322083","0,03322083","0,03322083","0,040025","0,040025","0,040025","0,040025","0,040025","0,040025"
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Karriärtjänster för specialistsjuksköterskor,"Hälsovård, sjukvård och social omsorg",2021000829,100000000,,,0,"61,941,627","26,023,749","4,685,042","7,349,582",0,0,0,0,0,0,0
2023,Tandvårds- och läkemedelsförmånsverket,Bidrag till folkhälsa och sjukvård,Till Tandvårds- och läkemedelsförmånsverkets disposition,"Hälsovård, sjukvård och social omsorg",2021005364,374718074,,,"0,10542197","0,20567371","136,164,121","0,4411731","0,5618512","0,58863334","0,38405431","0,46895514","0,46519518","0,59225011","0,55846407","238,553,953"
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Åtgärder för en bättre cancervård,"Hälsovård, sjukvård och social omsorg",2021000829,1343487509,,,"182,5",0,"1,343,487,501",0,0,0,"15,5",8,0,0,"1,5","182,5"
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Stärkt ambulanssjukvård,"Hälsovård, sjukvård och social omsorg",2021000829,80222106,,,0,"51,146,511","23,887,693","4,490,356","697,544",0,2,0,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,God vård och folkhälsa,"Hälsovård, sjukvård och social omsorg",2021000829,830503639,,,1,"25,453,268","-266,601,017","687,234,763","15,1","16,55","36,95","8,5","375,737,961","56,1","29,464","8,649,199"
2023,Socialstyrelsen,Bidrag till folkhälsa och sjukvård,Prioriteringscentrum,"Hälsovård, sjukvård och social omsorg",2021000555,0,,,0,0,"3,5",0,0,0,0,0,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Fysisk aktivitet på recept,"Hälsovård, sjukvård och social omsorg",2021000829,4,,,0,0,0,0,1,3,"44,3",0,0,0,"1,7",0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Nationellt hembesöksprogram,"Hälsovård, sjukvård och social omsorg",2021000829,50,,,0,0,0,0,0,0,50,0,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Försöksverksamhet miljöpremie,"Hälsovård, sjukvård och social omsorg",2021000829,-1599139,,,0,1,"-1,599,142",0,1,0,0,0,0,1,0,0
2023,Socialstyrelsen,Bidrag till folkhälsa och sjukvård,Bidrag för främjandet av utveckling av idéburen vård och omsorg,"Hälsovård, sjukvård och social omsorg",2021000555,0,,,"1,5",0,0,0,0,0,"1,5",0,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Ersättning till narkolepsidrabbade,"Hälsovård, sjukvård och social omsorg",2021000829,1194344216,,,"231,389","222,743,611","2,428,566","197,286,932","4,052,015","200,520,541","226,233,732","0,853909","2,401,424","2,278,284","334,032,023","2,135,699"
2023,Socialstyrelsen,Bidrag till folkhälsa och sjukvård,Till Socialstyrelsens disposition,"Hälsovård, sjukvård och social omsorg",2021000555,1857103866,,,"0,22637297","237,732,553","561,411,205","196,941,839","14,870,483","305,216,063","0,57414522","-2,979,449","0,48609214","197,655,112","183,440,066","162,815,994"
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Ordnat införande och strukturerad uppföljning,"Hälsovård, sjukvård och social omsorg",2021000829,576617582,,,0,"4,4","370,838,446",0,13,0,0,0,0,"13,7","205,779,123",0
2023,Socialstyrelsen,Bidrag till folkhälsa och sjukvård,Beredskapsläkemedel - del till Socialstyrelsen,"Hälsovård, sjukvård och social omsorg",2021000555,22294885439,,,"507,222,892","4,848,815,015","1,235,901,115","716,747,375","422,715,156","140,206,231","501,764,034","829,522,522","1,876,948,888","532,740,469","1,824,175,357","8,858,126,385"
2023,Folkhälsomyndigheten,Bidrag till folkhälsa och sjukvård,Beredskapsläkemedel – del till Folkhälsomyndigheten,"Hälsovård, sjukvård och social omsorg",2021006545,3.16979E+11,,,"4,596,003,189","4,378,730,964","43,095,221,509","11,838,585,911","3,279,391,401","24,700,632,563","584,814,408","143,180,887","3,420,195,142","173,939,595,456","39,420,510,008","7,581,880,355"
2023,Tandvårds- och läkemedelsförmånsverket,Bidrag till folkhälsa och sjukvård,Apotek,"Hälsovård, sjukvård och social omsorg",2021005364,12089709,,,0,0,0,0,0,"12,089,709",0,0,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Förlossningsvård och kvinnors hälsa,"Hälsovård, sjukvård och social omsorg",2021000829,56096254662,,,0,"923,119,317","41,308,716,524","13,615,135,443","159,503,242","8,3","4,738,374","71,687,469","1,716,614","2,730,908","8,906,771",0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Nationell läkemedelslista,"Hälsovård, sjukvård och social omsorg",2021000829,5,,,0,"76,5",0,0,0,0,5,0,0,0,0,0
2023,Försäkringskassan,Bidrag till folkhälsa och sjukvård,Smittbärarpenning,"Hälsovård, sjukvård och social omsorg",2021005521,-2317132,,,"0,38485223","0,182637","0,1854687","-119,792","-2,017,169","-146,697","-33,474","0,17172","0,2673065","0,5713145","0,3340084","0,20871898"
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Kvalitetshöjande insatser i hälso- och sjukvården,"Hälsovård, sjukvård och social omsorg",2021000829,1.19583E+11,,,"-1,278,065","1,523,646,379","117,623,667,731","166,004,184","237,104,682","26,789,085","6,884,678",1,3,"10,4","17,5",0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Specialistsjuksköterskeutbildning,"Hälsovård, sjukvård och social omsorg",2021000829,500000000,,,0,"262,448,285","176,487,474","25,032,203","34,680,781","1,351,257",0,0,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Jämlik sjukvård,"Hälsovård, sjukvård och social omsorg",2021000829,109636450,,,0,"48,713,516","40,435,658","1,481,762","15,917,729","3,087,755","0,36358",0,20,0,10,0
2023,Socialstyrelsen,Bidrag till folkhälsa och sjukvård,Statsbidrag för verksamhet i regionala cancercentrum,"Hälsovård, sjukvård och social omsorg",2021000555,7477259091,,,"0,0078155","0,03699853","0,0186755","7,350,343,092","0,00106256","0,01714971",0,"126,915,999","0,03655769","0,02500597","0,01494822","0,04541389"
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Ersättning för personskador orsakade av vaccin mot covid-19,"Hälsovård, sjukvård och social omsorg",2021000829,-1285,,,"0,03006","0,0298","0,0056",0,0,"0,0084","0,02295","0,03701","0,0028","0,03385","-1,285",0
2023,Folkhälsomyndigheten,Bidrag till folkhälsa och sjukvård,Testning för covid-19,"Hälsovård, sjukvård och social omsorg",2021006545,28909407966,,,"696,132,603","666,854,875","22,692,840,378","745,289,968","681,417,084","71,047,792","261,606,026","344,868,761","343,470,477","713,917,869","1,465,867,776","226,094,357"
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Utökad vårdkapacitet,"Hälsovård, sjukvård och social omsorg",2021000829,-745803237,,,0,0,"-745,805,237",0,0,0,1999,1,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Stärkt kontroll över tandvården,"Hälsovård, sjukvård och social omsorg",2021000829,4,,,0,0,0,"2,25","1,5",0,"4,25",4,0,0,0,0
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,APL:s samhällsuppdrag,"Hälsovård, sjukvård och social omsorg",2021000829,60,,,10,0,0,10,0,0,10,0,0,10,0,20
2023,Folkhälsomyndigheten,Bidrag till folkhälsa och sjukvård,Till Folkhälsomyndighetens disposition,"Hälsovård, sjukvård och social omsorg",2021006545,356109329,,,"0,35381057","0,63619465","0,91989043","0,73056057","0,66722635","0,8416275","0,19727916","0,49021555","0,62389287","0,71317347","101,732,161","254,377,168"
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Nationell statlig vårdförmedling,"Hälsovård, sjukvård och social omsorg",2021000829,67500015,,,0,7,0,0,0,0,"9,5",22,0,-6,"67,499,992",0
2023,Socialstyrelsen,Bidrag till folkhälsa och sjukvård,Bidrag för åtgärder för att höja driftsäkerheten på hälso- och sjukvårdens fastigheter,"Hälsovård, sjukvård och social omsorg",2021000555,1085065278,,,0,0,"0,08364204","0,12969371","0,01406941","0,20337269","0,03049308","0,14378408","0,19874348","0,1170637","0,51087669","1,085,065,278"
2023,Kammarkollegiet,Bidrag till folkhälsa och sjukvård,Vaccinationer covid-19,"Hälsovård, sjukvård och social omsorg",2021000829,1394471504,,,"394,730,758","255,448,428","93,869,271","289,521,956","69,191,372","-484,712","5,803,036",0,"152,029,304","53,903,789","80,458,302",0
2023,Socialstyrelsen,Bidrag till folkhälsa och sjukvård,Bidrag till prehospital vård för psykisk ohälsa,"Hälsovård, sjukvård och social omsorg",2021000555,10,,,0,0,0,10,0,0,0,0,0,0,0,0
2023,Myndigheten för digital förvaltning,Bidrag till folkhälsa och sjukvård,Covidbevis - tekniska tjänster och förvaltning,"Hälsovård, sjukvård och social omsorg",2021006883,1414179085,,,0,"0,675283","19,324,359","0,45044337","0,32532537","880,125,835","0,68888019","17,403,612","2,188,645","126,957,649","146,160,862","222,018,123"
2023,Socialstyrelsen,Bidrag till folkhälsa och sjukvård,Statsbidrag för att främja ett hållbart arbetsliv inom vård och omsorg,"Hälsovård, sjukvård och social omsorg",2021000555,3450649401,,,0,0,"-30,822,594","0,00247263","0,00424667","0,4584766",0,"3,481,471,995","0,80062291","0,48139842","0,01872392","0,08508529"
2023,Försäkringskassan,Sjukvård i internationella förhållanden,Sjukvård i internationella förhållanden,"Hälsovård, sjukvård och social omsorg",2021005521,65967801292,,,"3,666,319,565","5,137,328,376","6,456,428,176","2,349,818,461","4,138,418,062","5,731,296,953","1,467,812,843","3,550,938,821","3,770,076,884","4,136,818,618","4,739,402,382","20,823,142,151"
2023,Socialstyrelsen,Bidrag till psykiatri,del till Socialstyrelsen,"Hälsovård, sjukvård och social omsorg",2021000555,15342910193,,,"138,032,024","4,073,838,165","5,411,250,189","1,483,225,642","-78,848,482","6,397,769","1,463,279,979","426,400,226","695,117,399","260,572,528","521,197,087","942,447,667"
2023,Kammarkollegiet,Bidrag till psykiatri,Till Kammarkollegiets disposition,"Hälsovård, sjukvård och social omsorg",2021000829,41341601451,,,"3,2",0,"12,133,859,918","19,266,055,048","8,296,229,377","182,576,197","100,285,783","16,923,159","26,723,682","1,304,434,902","14,397,998","115,387"
2023,Folkhälsomyndigheten,Bidrag till psykiatri,Del till Folkhälsomyndigheten,"Hälsovård, sjukvård och social omsorg",2021006545,9845786763,,,"1,861,513,741","171,402,348","1,902,079,111","19,184,899","161,874,675","2,394,535,914","0,41019392","389,976,116","2,108,217,945","12,736,429","156,856,099","667,409,486"
2023,Kammarkollegiet,Bidrag till psykiatri,Asylsökande och nyanlända,"Hälsovård, sjukvård och social omsorg",2021000829,-2706155,,,0,"12,34","0,830001","-2,706,163","28,8",3,5,0,0,0,0,0
2023,Läkemedelsverket,Läkemedelsverket,Läkemedelsverket - del till LV,"Hälsovård, sjukvård och social omsorg",2021004078,16205792616,,,"1,207,301,713","1,234,199,127","1,295,425,709","1,418,317,905","1,280,642,006","1,290,578,317","1,359,751,841","1,261,892,493","1,226,951,129","1,352,437,325","1,206,494,397","2,071,800,654"
2023,E-hälsomyndigheten,E-hälsomyndigheten,E-hälsomyndigheten,"Hälsovård, sjukvård och social omsorg",2021006552,8610817717,,,"843,238,687","1,057,048,773","117,907,253","928,093,669","969,373,301","1,108,193,014","828,198,041","831,254,863","967,735,788","94,752,262","671,373,687","193,648,379"
2023,Kammarkollegiet,Prestationsbundna insatser för att korta vårdköerna,Insatser för att korta vårdköerna,"Hälsovård, sjukvård och social omsorg",2021000829,35668289599,,,0,"-47,234,683","33,047,458,667","98,255,306","41,709,913",0,"2,503,338","625,746,835","12,737,398",0,"38,5","1,887,112,825"
2023,Inspektionen för vård och omsorg,Inspektionen för vård och omsorg,Inspektionen för vård och omsorg,"Hälsovård, sjukvård och social omsorg",2021006537,76037769709,,,"6,141,399,756","7,241,786,973","8,395,152,538","7,813,802,289","5,514,987,453","8,463,178,704","7,999,997,143","665,604,991","4,024,705,811","8,923,253,378","7,549,756,207","3,304,144,466"
2023,Myndigheten för vård- och omsorgsanalys,Myndigheten för vård- och omsorgsanalys,Myndigheten för vård- och omsorgsanalys,"Hälsovård, sjukvård och social omsorg",2021006412,3516840017,,,"382,450,305","217,587,539","371,959,961","138,986,355","297,306,357","34,315,515","400,063,395","268,500,325","195,398,464","235,428,421","243,649,814","731,193,566"
2023,Folkhälsomyndigheten,Folkhälsomyndigheten,Folkhälsomyndigheten,"Hälsovård, sjukvård och social omsorg",2021006545,51426200527,,,"4,016,548,422","4,414,146,918","4,345,540,586","4,652,544,216","4,217,635,511","4,248,506,579","5,501,301,272","4,283,145,971","4,359,026,133","4,630,809,415","463,083,961","6,293,911,543"
2023,Folkhälsomyndigheten,Folkhälsomyndigheten,Folkhälsomyndigheten – del till suicidprevention,"Hälsovård, sjukvård och social omsorg",2021006545,1342332,,,"0,671166","0,671166","0,671166",0,"1,342,332","0,671166","0,671166","0,671166","0,671166","0,671166","0,671166","0,671174"
2023,Folkhälsomyndigheten,Insatser för vaccinberedskap,Insatser vaccinberedskap – del till FOHM,"Hälsovård, sjukvård och social omsorg",2021006545,9372905219,,,"763,628,148","774,994,015","770,157,498","776,008,848","781,362,197","808,798,879","762,634,256","789,203,998","784,092,726","785,491,904","797,815,265","778,717,485"
2023,Kammarkollegiet,Bidrag till WHO,Bidrag till WHO – del till Kammarkollegiet,"Hälsovård, sjukvård och social omsorg",2021000829,4631391671,,,"4,631,391,671",0,0,0,0,0,0,0,0,0,0,0
2023,Folkhälsomyndigheten,Insatser mot hiv/aids och andra smittsamma sjukdomar,Insatser mot hiv/aids – del till Folkhälsomyndighetens disposition,"Hälsovård, sjukvård och social omsorg",2021006545,11547145644,,,"2,462,634,635","0,96167598","2,508,193,154","0,84607172","127,604,938","2,522,685,032","386,951,024","118,770,307","2,860,800,087","163,908,523","162,838,769","232,759,175"
2023,Kammarkollegiet,"Åtgärder avseende alkohol, narkotika, dopning, tobak samt spel",Del till Kammarkollegiet,"Hälsovård, sjukvård och social omsorg",2021000829,-140100687,,,"20,5",0,"-140,361,605","0,175","245,241",0,0,0,2,"0,8290265","15,675",0
2023,Länsstyrelsen i Örebro län,"Åtgärder avseende alkohol, narkotika, dopning, tobak samt spel",Länsstyrelsernas ANDTS-samordning,"Hälsovård, sjukvård och social omsorg",2021002403,2394944117,,,"0,15947326","0,145413","0,17307143","217,543,115","0,25715382","0,28539405","0,10373598","0,16020673","0,22390703","2,177,401,002","0,2551077","0,45595334"
2023,Folkhälsomyndigheten,"Åtgärder avseende alkohol, narkotika, dopning, tobak samt spel",Insatser för genomförande av ANDTS-strategi,"Hälsovård, sjukvård och social omsorg",2021006545,4964785652,,,"746,857,036","125,858,009","884,387,535","134,516,648","329,260,743","878,178,332","0,35214348","126,320,453","873,118,843","198,663,748","315,689,316","351,934,989"
2023,Folkhälsomyndigheten,"Åtgärder avseende alkohol, narkotika, dopning, tobak samt spel",Insatser för att förebygga spelberoende,"Hälsovård, sjukvård och social omsorg",2021006545,0,,,"0,51989134","0,68394336","0,6919877","0,42894968","0,42185871","0,29637687","0,03180239","0,28215473","0,33010138","0,65638511","0,4731316","0,18341713"
2023,Kammarkollegiet,Stöd till främjande av en aktiv och meningsfull fritid för barn och unga,Stöd till främjande av en aktiv och meningsfull fritid för barn och unga,"Hälsovård, sjukvård och social omsorg",2021000829,35,,,0,0,0,0,13,15,3,0,0,2,2,0
2023,Socialstyrelsen,Stöd för att förebygga ohälsa och ensamhet bland äldre,"Stöd för att förebygga ohälsa och ensamhet bland äldre, till Socialstyrelsens disposition","Hälsovård, sjukvård och social omsorg",2021000555,13350373928,,,0,0,"0,06149283","0,0080935","11,170,351,811","113,229,043",0,"0,95423287","2,068,624,495","0,26351344",0,"-1,831,421"
2023,Myndigheten för delaktighet,Myndigheten för delaktighet,Myndigheten för delaktighet,"Hälsovård, sjukvård och social omsorg",2021005588,6759940661,,,"391,875,605","520,054,923","507,398,584","482,328,085","520,388,829","540,593,456","591,925,529","488,177,885","472,671,442","529,386,282","476,476,697","1,238,663,344"
2023,Socialstyrelsen,Bidrag till funktionshindersorganisationer,Bidrag till handikapporganisationer,"Hälsovård, sjukvård och social omsorg",2021000555,4859901080,,,"47,185,581",0,"0,00202747","4,718,344,553",0,0,"47,185,473",0,0,"47,185,473",0,0
2023,Myndigheten för familjerätt och föräldraskapsstöd,Myndigheten för familjerätt och föräldraskapsstöd,Myndigheten för familjerätt och föräldraskapsstöd,"Hälsovård, sjukvård och social omsorg",2021004169,3567787376,,,"254,514,567","332,548,001","329,180,122","335,019,428","285,153,363","336,636,601","287,139,504","235,697,119","233,246,328","283,329,214","319,660,016","335,663,113"
2023,Socialstyrelsen,Vissa statsbidrag inom funktionshindersområdet,Rådgivning och annat stöd,"Hälsovård, sjukvård och social omsorg",2021000555,9448512415,,,0,"0,01487585","9,448,512,415",0,0,0,0,0,0,0,0,0
2023,Socialstyrelsen,Vissa statsbidrag inom funktionshindersområdet,Tolktjänst,"Hälsovård, sjukvård och social omsorg",2021000555,74341,,,0,0,0,"74,341",0,0,0,0,0,0,0,0
2023,Socialstyrelsen,Vissa statsbidrag inom funktionshindersområdet,Bidrag till viss verksamhet inom funktionshindersområdet,"Hälsovård, sjukvård och social omsorg",2021000555,82292454,,,"9,604","0,00053053","0,00461173","0,00112407","0,03209355","-15,104,416","97,770,343","0,10649675","0,003932","-383,077",0,0
2023,Socialstyrelsen,Vissa statsbidrag inom funktionshindersområdet,Elektronisk kommunikation,"Hälsovård, sjukvård och social omsorg",2021000555,1074797470,,,0,"48,735","100,192,038","487,157,962",0,"487,542,513",0,"-192,513",0,"48,735",0,0
2023,Kammarkollegiet,Vissa statsbidrag inom funktionshindersområdet,Vissa merkostnader för funktionshindersorganisationer,"Hälsovård, sjukvård och social omsorg",2021000829,0,,,0,0,0,0,"0,5",0,0,0,0,0,0,0
2023,Kammarkollegiet,Vissa statsbidrag inom funktionshindersområdet,Försöksverksamheter m.m.,"Hälsovård, sjukvård och social omsorg",2021000829,-29464,,,"0,18949945","0,5","-29,464","0,3","0,3","1,9","0,3","0,6","0,6",0,"0,9","0,634314"
2023,Socialstyrelsen,Vissa statsbidrag inom funktionshindersområdet,Övrig verksamhet,"Hälsovård, sjukvård och social omsorg",2021000555,2618331170,,,"115,050,478","176,058,729","232,502,083","172,659,536","403,177,114","18,279,432","180,424,531","262,152,652","177,150,512","304,953,091","158,111,563","417,811,449"
2023,Myndigheten för delaktighet,Vissa statsbidrag inom funktionshindersområdet,del till MFD,"Hälsovård, sjukvård och social omsorg",2021005588,-309661397,,,"0,25",0,"-11,541,759","6,752,547","653,829,531","103,272,189","680,502,435","0,33930083","-16,090,038","657,775,851","-2,565,106,016","180,943,863"
2023,Socialstyrelsen,Vissa statsbidrag inom funktionshindersområdet,Personligt ombud,"Hälsovård, sjukvård och social omsorg",2021000555,12959867608,,,"-4,707,748","0,30510187","-1,386,829","8,405,052,683","4,560,909,502","0,24254678","0,07007612","0,16531194","0,2505058","0,24852935","0,14515732","0,04649781"
2023,Socialstyrelsen,Vissa statsbidrag inom funktionshindersområdet,Habiliteringsersättning,"Hälsovård, sjukvård och social omsorg",2021000555,-908561548,,,0,0,0,"254,098,888","8,011,898","1,173,273,903",0,"0,03259213","-2,343,946,237",0,"0,21381956","0,57063238"
2023,Länsstyrelsen i Örebro län,Vissa statsbidrag inom funktionshindersområdet,del till Länsstyrelsen i Örebro,"Hälsovård, sjukvård och social omsorg",2021002403,1440969311,,,"0,03710222","0,04808184","0,00299728","0,03616147","0,03836953","1,452,165,579",0,"0,05534925","0,04130945","-11,196,268","0,20984904","0,0987053"
2023,Myndigheten för delaktighet,Vissa statsbidrag inom funktionshindersområdet,Bidrag till ledarhundar,"Hälsovård, sjukvård och social omsorg",2021005588,25903,,,0,0,0,0,0,0,0,0,0,0,"25,903",0
2023,Försäkringskassan,Bilstöd till personer med funktionsnedsättning,Bilstöd till personer med funktionsnedsättning,"Hälsovård, sjukvård och social omsorg",2021005521,144741483,,,"11,245,557","10,048,023","16,458,155","7,531,094","11,301,008","16,687,494","11,374,149","5,449,009","12,772,612","15,448,584","10,848,784","15,577,014"
2023,Försäkringskassan,Kostnader för statlig assistansersättning,Kostnader för statlig assistansersättning,"Hälsovård, sjukvård och social omsorg",2021005521,1.68585E+12,,,"16,987,916,409","220,793,292,823","201,370,506,814","186,054,134,733","222,098,646,548","191,662,417,625","2,069,671,679","1,952,618,316","2,206,195,308","213,898,549,518","199,389,446,728","227,371,237,544"
2023,Socialstyrelsen,Stimulansbidrag och åtgärder inom äldreområdet,Äldreomsorgssatsning,"Hälsovård, sjukvård och social omsorg",2021000555,3.68748E+11,,,"0,0208792","229,533,875,126","83,980,866,241","36,036,092,871","7,747,201,215","6,459,385,381","553,229,093","1,835,442,929","2,602,046,654","0,0268359","0,04278694",0
2023,Socialstyrelsen,Stimulansbidrag och åtgärder inom äldreområdet,Återhämtningsbonus,"Hälsovård, sjukvård och social omsorg",2021000555,46488432143,,,"0,01165501","0,34477024","0,35844083","0,5039898","0,18506449","109,328,767,398","0,15813357","-65,923,818,749","3,083,483,494","0,02977701","0,12379062",0
2023,Socialstyrelsen,Stimulansbidrag och åtgärder inom äldreområdet,Bidrag till pensionärsorganisationer,"Hälsovård, sjukvård och social omsorg",2021000555,13000000,,,0,0,"3,250,015",0,0,"3,249,995",0,0,"3,249,995",0,0,"3,249,995"
2023,Länsstyrelsen i Örebro län,Stimulansbidrag och åtgärder inom äldreområdet,Stimbid äldreområdet - del till Länsstyrelsen i Örebro,"Hälsovård, sjukvård och social omsorg",2021002403,-26168334,,,"0,01788048","0,01788051","0,02619697","0,02283917","-30,890,121","4,721,787",0,0,0,"-0,45","0,40053574","0,03516081"
2023,Socialstyrelsen,Stimulansbidrag och åtgärder inom äldreområdet,Äldreomsorgslyftet RRF,"Hälsovård, sjukvård och social omsorg",2021000555,-1.1595E+11,,,0,"-2,994,128","1,283,891,684","274,437,311","-293,309,991","-117,208,679,395",0,"-226,489","-3,489,259",0,0,0
2023,Socialstyrelsen,Stimulansbidrag och åtgärder inom äldreområdet,Stöd till anhörigorganisationer,"Hälsovård, sjukvård och social omsorg",2021000555,7214092,,,8,0,0,0,0,0,"7,214,084",0,0,0,0,0
2023,Kammarkollegiet,Stimulansbidrag och åtgärder inom äldreområdet,Utvecklingsmedel - Kammarkollegiet,"Hälsovård, sjukvård och social omsorg",2021000829,1251615101,,,"-48,143","-1,112,735","1,148,248,097","-1,245,355","-1,441,188","92,598,918","9,173,873","1,781,949","2,252,004","3,3","1,407,681",0
2023,Socialstyrelsen,Stimulansbidrag och åtgärder inom äldreområdet,Nationella kunskapscentra,"Hälsovård, sjukvård och social omsorg",2021000555,0,,,0,0,"12,7",0,0,0,0,0,"15,5",0,0,0
2023,Boverket,Stimulansbidrag och åtgärder inom äldreområdet,Investeringsstöd,"Hälsovård, sjukvård och social omsorg",2021003989,56385804806,,,"268,140,471","5,983,800,486","227,330,116","5,479,910,586","7,222,685,662","7,162,254,936","4,930,116,274","4,159,071,677","5,068,066,177","5,774,426,918","4,807,667,646","5,302,333,857"
2023,Socialstyrelsen,Stimulansbidrag och åtgärder inom äldreområdet,Utvecklingsmedel - Socialstyrelsen,"Hälsovård, sjukvård och social omsorg",2021000555,1927062461,,,"0,30483302","290,514,273","412,333,523","114,514,192","275,196,896","341,451,292","0,79178848","14,549,386","191,304,776","0,86312919","0,64078439","287,198,123"
2023,"Forskningsrådet för hälsa, arbetsliv och välfärd",Stimulansbidrag och åtgärder inom äldreområdet,Forskning inom äldreområdet,"Hälsovård, sjukvård och social omsorg",2021005240,7753794,,,"0,830831","0,830831","0,830831","0,830831","0,830831","0,830831","516,916","516,916","516,916","516,916","516,916","5,169,214"
2023,Socialstyrelsen,Stimulansbidrag och åtgärder inom äldreområdet,Stöd för att minska andelen timanställningar inom äldreomsorgen,"Hälsovård, sjukvård och social omsorg",2021000555,1.99854E+11,,,"0,03285322","0,10186256","0,01021879","0,47258332","0,18107855","0,11814162","0,05515212","199,854,249,991","0,04224963","0,03527348","0,03058863","0,05465388"
2023,Socialstyrelsen,Stimulansbidrag och åtgärder inom äldreområdet,Stöd för att utöka sjuksköterskebemanningen inom äldreomsorgen,"Hälsovård, sjukvård och social omsorg",2021000555,99275812624,,,"0,03354161","0,10068235","0,01021879","0,00231835","0,53766432","0,09675431","0,02037706","99,275,812,624","0,05024553","0,05172129","0,03854322","0,08117072"
2023,Socialstyrelsen,Stimulansbidrag och åtgärder inom äldreområdet,Stöd för att utöka läkarkompetensen inom äldreomsorgen,"Hälsovård, sjukvård och social omsorg",2021000555,28802077670,,,"0,00611251","18,795,313,567","124,597,592","5,059,012,494","2,124,914,673","1,779,952,873",0,"0,04185573","0,03728983","918,286,471","0,01321035","0,49446383"
