År,Myndighet,Anslagsnamn,Anslagspostsnamn,Utgiftsområdesnamn,Organisationsnummer,Total,,,Utfall januari,Utfall februari,Utfall mars,Utfall april,Utfall maj,Utfall juni,Utfall juli,Utfall augusti,Utfall september,Utfall oktober,Utfall november,Utfall december
2022,Statens geotekniska institut,Åtgärder för ras- och skredsäkring längs Göta älv,Åtgärder för ras- och skredsäkring längs Göta älv,"Klimat, miljö och natur",2021000712,4573021466,,,"1,953,662","23,470,525","357,099,725","416,029,689","195,425,178","325,541,927","127,837,417","369,998,763","313,837,556","382,513,266","524,929,037","1,534,384,721"
2022,Statens energimyndighet,Driftstöd för bio-CCS,Driftstöd för bio-CCS,"Klimat, miljö och natur",2021005000,0,,,"0,174963","0,93380436","0,91532906","0,93669265","0,97185433","0,84387019","0,84846552","0,61214704","0,84865959","0,61031356","0,53891091","0,76422454"
2022,Kammarkollegiet,Kompetenslyft för klimatomställningen,Kompetenslyft för klimatomställningen - till Kammarkollegiet,"Klimat, miljö och natur",2021000829,8,,,0,0,0,0,0,0,0,0,0,"5,7",8,"3,8"
2022,"Forskningsrådet för miljö, areella näringar och samhällsbyggande","Forskningsrådet för miljö, areella näringar och samhällsbyggande","Forskningsrådet för miljö, areella näringar och samhällsbyggande: Förvaltningskostnader","Klimat, miljö och natur",2021005232,8798194641,,,"896,797,201","832,284,464","9,546,409","855,665,653","944,753,436","976,005,465","85,672,794","974,278,711","940,826,711","954,836,325","95,833,994","1,231,693,478"
2022,"Forskningsrådet för miljö, areella näringar och samhällsbyggande","Forskningsrådet för miljö, areella näringar och samhällsbyggande",Forskn.rådet - till Klimatpolitiska rådet,"Klimat, miljö och natur",2021005232,435916657,,,"0,85078623","0,60810569","0,67186286","0,92137074","0,8685943","121,202,921","0,75283567","103,754,139","0,83262829","0,77485729","0,80583817","210,959,597"
2022,"Forskningsrådet för miljö, areella näringar och samhällsbyggande","Forskningsrådet för miljö, areella näringar och samhällsbyggande: Forskning","Forskningsrådet för miljö, areella näringar och samhällsbyggande: Forskning","Klimat, miljö och natur",2021005232,1.11054E+11,,,"6,522,438,124","6,266,310,032","7,591,257,855","7,196,972,823","7,966,178,663","8,674,717,765","7,367,181,512","6,854,865,513","7,998,355,824","7,898,687,154","11,780,976,525","24,935,573,062"
2022,Statens energimyndighet,Statens energimyndighet,Statens energimyndighet: Förvaltningsutgifter,Energi,2021005000,43262699389,,,"2,939,682,109","3,435,508,703","3,253,174,628","3,267,783,421","3,450,302,798","3,781,571,807","3,267,610,437","3,306,051,338","3,376,506,111","3,716,633,743","3,741,779,872","5,726,094,422"
2022,Statens energimyndighet,Insatser för energieffektivisering,Insatser för energieffektivisering,Energi,2021005000,729346711,,,"0,003028",0,"0,01956944","0,09702128","-1,220,027","0,46188605","14,813,448","0,12158337","0,51475522","273,108,516","10,490,169","432,154,605"
2022,Styrelsen för ackreditering och teknisk kontroll,Insatser för energieffektivisering,Individuell mätning av energi,Energi,2021003815,0,,,"0,00629988","0,00661645","0,00658417","0,06034916","0,06114485","0,04689361","0,03742339","0,05480689","0,15962925","0,01992131","0,01992131","0,00847811"
2022,Boverket,Insatser för energieffektivisering,Byggnaders energiprestanda,Energi,2021003989,428877041,,,"0,571508","0,8748967","146,564,924","115,149,882","14,014,349","11,771,495","0,59586346","0,9071892","15,451,716","124,652,901","1,271,774","0,79133557"
2022,Upphandlingsmyndigheten,Insatser för energieffektivisering,Energikrav i offentlig upphandling,Energi,2021006610,0,,,0,0,0,0,0,"0,11725252",0,"0,015",0,"0,01629851","0,01207295","0,83937602"
2022,Statens energimyndighet,Energiforskning,"Forskning, utveckling och innovation",Energi,2021005000,1.36479E+11,,,"4,016,023,803","6,322,030,792","13,609,335,957","8,038,483,781","1,165,330,867","10,977,749,831","7,967,402,889","4,472,674,691","9,490,033,683","19,167,781,081","28,537,591,407","22,714,911,972"
2022,Statens energimyndighet,Insatser för fossilfri elproduktion,Insatser för fossilfri elproduktion,Energi,2021005000,2275831087,,,"0,04332416","0,03409722","420,434,558","151,692,414","125,149,863","0,00771448","284,513,648","0,11682511","536,500,299","259,835,354","0,60955397","497,704,951"
2022,Energimarknadsinspektionen,Energimarknadsinspektionen,Energimarknadsinspektionen: Förvaltningskostnader,Energi,2021005695,16010295273,,,"1,249,606,249","1,084,690,329","1,264,901,045","1,487,113,021","131,754,754","1,574,450,108","1,782,134,497","142,501","1,376,597,685","1,665,798,625","1,880,903,335","2,512,203,124"
2022,Statens energimyndighet,Avgifter till internationella organisationer,Avg. till int. org - del till STEM,Energi,2021005000,1568848299,,,"0,08236976","155,089,063","1,413,759,236","0,23535679","0,36415775","0,08874233","0,55461932","0,004907","0,94270911","0,17851588","0,13063534","0,49618418"
2022,Kammarkollegiet,Avgifter till internationella organisationer,Avg. till int. org - del till Kammarkollegiets disposition,Energi,2021000829,216250888,,,0,0,0,0,"216,250,888","0,93294111",0,0,0,0,0,0
2022,Elsäkerhetsverket,Elsäkerhetsverket,Elsäkerhetsverket,Energi,2021004466,6657914754,,,"452,800,179","567,780,269","621,683,445","547,175,297","477,213,431","631,088,112","548,492,949","531,293,934","628,585,961","694,672,122","60,854,108","896,274,947"
2022,Länsstyrelsen i Örebro län,Energiteknik,Energiteknik - del till LST Örebro,Energi,2021002403,2005123942,,,"0,0654","0,05939168","0,05770848","968,693,082","-35,151,144","0,10232986","0,06486444","0,07935166","0,1000102","1,072,498,658","0,00912575","-916,654"
2022,Statens energimyndighet,Energiteknik,Stöd till solceller och energilagring,Energi,2021005000,18774710924,,,"0,06332734","0,07370812","0,20525613","6,122,149,064","7,108,440,846","0,19668287","2,479,939,446","697,172,473","0,69929256","0,19750793","1,650,363,421","716,645,674"
2022,Statens energimyndighet,Laddinfrastruktur,Laddinfrastruktur - till STEM,Energi,2021005000,53881016907,,,"0,09835","0,44133804","0,30553163","230,433,021","0,36621843","0,41538007","0,47431204","0,28415722","35,095,158,421","16,604,591,419","1,864,483,699","86,350,347"
2022,Trafikverket,Laddinfrastruktur,Laddinfrastruktur - till TRV,Energi,2021006297,5421171,,,"0,009635","-947,285","0,03117","-2,385,655","0,0229","0,02071","0,00806","0,051948","-439,626","-4,368,853","-10,759","13,573,349"
2022,Naturvårdsverket,Laddinfrastruktur,Laddinfrastruktur - till NV,Energi,2021001975,0,,,0,0,0,0,0,0,0,0,0,0,0,"0,5"
2022,Statens energimyndighet,Energi- och klimatomställning på lokal och regional nivå m.m,Genomförande av elektrifieringsstrategin,Energi,2021005000,598878359,,,0,0,0,0,0,"0,08865","0,5243","0,2566","0,39954364","-41,620,611","434,356,225","206,142,745"
2022,Statens energimyndighet,Energi- och klimatomställning på lokal och regional nivå m.m,Energi- och klimatrådgivning,Energi,2021005000,2148130667,,,0,"75,618,803","20,781,418","0,992","218,937,473","105,458,787","0,015741","0,23982475","1,386","1,570,727,525","156,605,275","0,46158087"
2022,Statens energimyndighet,Biogasstöd,Biogasstöd,Energi,2021005000,21519684663,,,0,0,0,"0,215561","0,23861713","0,49174812","0,04022625",0,"0,0304705","0,186876","14,926,105,925","6,593,578,738"
2022,Affärsverket svenska kraftnät,Elberedskap,Elberedskap,Energi,2021004284,34371405095,,,"479,190,388","201,281,325","0,19313855","1,221,484,405","10,740,003,606","2,620,836,271","786,358,225","789,312,405","1,606,257,484","1,421,915,607","1,262,499,771","13,242,265,608"
2022,Statens energimyndighet,Elberedskap,Civilt försvar,Energi,2021005000,51784761,,,"0,02691563","0,02182193","0,10682715","0,13797757","0,5341907","0,75607456","0,3967484","0,13078098","0,9749545","0,77474716","73,567,929","-21,783,168"
2022,Affärsverket svenska kraftnät,Elberedskap,Utökad tillsyn inom elförsörjningen enligt säkerhetsskyddslagen,Energi,2021004284,59120080,,,"288,572,743","-229,452,663","0,86494623","0,39915667","0,4472108","0,59161998","0,30586552","0,40973812","0,71050325","0,51829491","0,95416829","0,49359033"
2022,Kammarkollegiet,Kompensation för höga elpriser,Kompensation för höga elpriser,Energi,2021000829,2266401166,,,0,0,"59,066,985","141,377,324","43,241,232","953,188,216","53,190,223","450,124,945","31,104,516","490,638,065","28,918,355","15,551,305"
2022,Kammarkollegiet,Utveckling av statens transportinfrastruktur,Rättegångskostnader m.m.,Kommunikationer,2021000829,0,,,"0,002776",0,0,"0,75117247",0,0,"0,00832103",0,0,0,"0,23147349","0,02435678"
2022,Luftfartsverket,Utveckling av statens transportinfrastruktur,Civilt försvar - till Luftfartsverket,Kommunikationer,2021000795,2305820330,,,"296,385,513","271,594,025","4,336,419","330,337,907","376,308,026","1,783,058","0,563987","254,079,091","1,576,126","437,697,078","326,381,396","5,341,691"
2022,Sjöfartsverket,Utveckling av statens transportinfrastruktur,Civilt försvar - till Sjöfartsverket,Kommunikationer,2021000654,2646188771,,,"1,010,958,794","0,00000006",0,0,0,"1,957,254",0,0,"4,841,252",0,0,"1,628,431,471"
2022,Transportstyrelsen,Utveckling av statens transportinfrastruktur,Civilt försvar - till Transportstyrelsen,Kommunikationer,2021006099,2329908871,,,"47,561,356","59,950,533","-5,691,033","258,237,781","0,86572263","150,053,943","126,586,816","282,505,931","353,078,743","330,296,066","278,483,232","448,845,503"
2022,Trafikverket,Utveckling av statens transportinfrastruktur,Investeringar i regional plan,Kommunikationer,2021006297,2.56635E+11,,,"9,969,096,985","13,718,112,274","19,813,467,187","20,570,268,565","18,691,866,697","27,520,715,423","9,504,525,403","11,442,736,744","22,795,999,058","23,568,940,409","30,323,508,972","48,715,661,196"
2022,Trafikverket,Utveckling av statens transportinfrastruktur,Räntor och återbetalning av lån,Kommunikationer,2021006297,26822123978,,,"286,258,334","267,174,444","309,533,889","282,066,667","650,231,389","290,493,751","297,991,003","299,405,632","304,645,689","31,696,454","24,296,963,421","-494,336,695"
2022,Trafikverket,Utveckling av statens transportinfrastruktur,Räntor och återbetalning av lån,Kommunikationer,2021006297,1.34675E+11,,,"3,042,125,187","2,943,236,608","13,573,367,894","2,706,636,347","64,947,490,218","13,432,350,399","2,801,549,784","-334,419,365","11,879,977,487","3,876,371,252","3,584,591,142","12,221,592,138"
2022,Regeringskansliet,Utveckling av statens transportinfrastruktur,Utv. transp infrast. - RK:s disposition,Kommunikationer,2021003831,0,,,"0,18861844","0,49482763","0,66787366","0,33630521","0,27016011","0,55325563","0,19927899","0,25520499","0,27655303","0,52629502","0,30303227","0,65847274"
2022,Trafikverket,Utveckling av statens transportinfrastruktur,Civilt försvar,Kommunikationer,2021006297,12334303463,,,"282,458,764","35,785,183","570,486,772","507,394,762","618,287,991","756,489,092","288,807,382","672,468,767","598,939,156","1,101,162,698","1,970,896,549","4,931,126,347"
2022,Trafikverket,Utveckling av statens transportinfrastruktur,Större investeringar i nationell plan,Kommunikationer,2021006297,4.12384E+11,,,"24,615,941,459","26,592,759,317","23,332,968,851","32,409,007,915","25,227,569,995","32,841,249,102","23,807,276,252","25,089,755,985","52,490,611,037","45,484,610,055","39,986,827,052","60,505,544,806"
2022,Trafikverket,Utveckling av statens transportinfrastruktur,Större investeringar i nationell plan,Kommunikationer,2021006297,1.31845E+12,,,"89,504,164,953","110,748,793,632","111,494,217,191","10,269,797,166","129,069,884,064","118,069,565,087","144,854,632,037","42,663,937,753","196,399,158,302","123,161,036,782","126,079,389,361","116,131,059,424"
2022,Trafikverket,Utveckling av statens transportinfrastruktur,Större investeringar i nationell plan,Kommunikationer,2021006297,48490028939,,,"549,693,055","2,015,693,517","0,82980761","2,604,150,702","5,354,040,626","2,904,756,382","2,302,751,494","5,136,237,657","9,957,733,557","-997,320,644","15,280,036,601","3,382,255,992"
2022,Trafikverket,Utveckling av statens transportinfrastruktur,Övriga investeringar,Kommunikationer,2021006297,3.33917E+11,,,"4,272,041,058","14,520,512,402","18,345,032,254","19,942,769,836","23,701,270,265","28,125,989,121","18,314,623,392","32,651,116,101","30,233,454,993","41,617,323,021","41,553,102,529","60,640,150,679"
2022,Trafikverket,Utveckling av statens transportinfrastruktur,Övriga investeringar,Kommunikationer,2021006297,6591575180,,,"0,4564552","0,5620152","0,02005353","0,54534639","-65,643,143","0,56175837","0,18514","122,700,674","0,40976589","60,200,652","6,463,342,272","10,974,725"
2022,Trafikverket,Utveckling av statens transportinfrastruktur,Övrig verksamhet,Kommunikationer,2021006297,1.30045E+11,,,"12,103,904,544","9,357,912,446","12,358,861,914","10,529,369,858","10,170,011,958","12,217,240,402","9,017,490,908","7,289,013,377","8,295,111,866","5,153,924,151","6,154,115,472","27,398,048,591"
2022,Trafikverket,Utveckling av statens transportinfrastruktur,Övrig verksamhet,Kommunikationer,2021006297,38392163452,,,"122,783,419","253,274,037","2,936,826,463","-323,369,912","4,995,089,317","1,691,983,987","402,307,671","1,584,835,945","4,545,473,586","1,876,828,303","17,110,400,925","3,195,729,711"
2022,Trafikverket,Utveckling av statens transportinfrastruktur,Övrig verksamhet,Kommunikationer,2021006297,48769361087,,,"6,729,197,277","681,401,677","3,164,390,752","3,231,621,411","6,787,830,926","6,333,004,301",0,"9,217,315,997","3,092,859,142","3,288,611,177","3,098,107,111","3,145,021,316"
2022,Trafikverket,Vidmakthållande av statens transportinfrastruktur,Vidmakthållande väg,Kommunikationer,2021006297,1.14279E+12,,,"55,667,478,132","8,206,909,827","95,523,782,447","74,444,195,823","100,744,303,036","141,186,196,833","86,690,747,276","125,103,508,165","128,484,729,316","134,825,178,852","13,160,961,066","178,752,720,429"
2022,Trafikverket,Vidmakthållande av statens transportinfrastruktur,Vidmakthållande väg,Kommunikationer,2021006297,1.31227E+11,,,"2,319,891,071","2,141,786,664","4,231,611,238","8,078,277,372","7,882,779,166","10,829,115,086","10,618,878,129","1,925,427,965","24,872,141,386","17,900,926,046","18,721,723,332","21,704,097,743"
2022,Trafikverket,Vidmakthållande av statens transportinfrastruktur,Vidmakthållande väg,Kommunikationer,2021006297,1.29066E+11,,,"2,397,009,977","95,759,868,321","386,553,638","2,450,761,909","179,333,062","2,000,558,486","2,962,641,415","1,592,129,686","3,755,253,448","8,120,799,065","4,604,294,892","4,856,462,142"
2022,Trafikverket,Vidmakthållande av statens transportinfrastruktur,Vidmakthållande järnväg,Kommunikationer,2021006297,1.2231E+12,,,"52,061,106,616","72,970,303,034","83,355,537,379","94,953,855,807","108,807,212,292","118,191,435,877","55,938,132,137","103,636,571,569","120,359,967,268","100,055,517,566","100,524,881,247","212,249,590,188"
2022,Trafikverket,Vidmakthållande av statens transportinfrastruktur,Vidmakthållande järnväg,Kommunikationer,2021006297,34267523257,,,0,0,0,"1,473,452,137","0,25222601",0,"5,297,080,789",0,0,"1,437,146,071","25,069,524,071","990,320,189"
2022,Trafikverket,Vidmakthållande av statens transportinfrastruktur,Forskning och innovation,Kommunikationer,2021006297,29961453783,,,"362,640,436","659,052,086","571,012,732","1,653,940,368","6,309,142,238","2,118,378,078","559,024,831","1,531,446,734","1,596,087,549","2,515,012,254","11,170,423,781","915,292,696"
2022,Trafikverket,Trafikverket,Trafikverkets administration,Kommunikationer,2021006297,1.33927E+11,,,"11,563,784,093","1,127,891,349","13,513,867,566","11,532,707,833","12,694,748,303","12,227,992,733","10,498,039,591","6,988,325,018","10,693,933,943","13,676,955,487","14,478,071,488","14,930,857,849"
2022,Sjöfartsverket,Ersättning för sjöräddning och fritidsbåtsändamål,Ersättning för fritidsbåtsändamål m.m.,Kommunikationer,2021000654,369108,,,0,"92,277",0,"81,027",0,0,"81,027",0,0,"114,777",0,0
2022,Sjöfartsverket,Ersättning för viss kanal- och slussinfrastruktur,Ersättning till viss kanaltrafik m.m.,Kommunikationer,2021000654,146184,,,"36,546",0,0,"36,546",0,0,"36,546",0,0,"36,546",0,0
2022,Trafikverket,Ersättning avseende icke statliga flygplatser,Icke statliga flygplatser,Kommunikationer,2021006297,16845988,,,0,0,0,0,"16,845,988",0,0,0,0,0,0,0
2022,Trafikverket,Ersättning avseende icke statliga flygplatser,Flygtrafiktjänster,Kommunikationer,2021006297,10994528,,,0,0,0,0,0,0,0,0,0,0,"10,994,528",0
2022,Trafikverket,Ersättning avseende icke statliga flygplatser,Beredskapsflygplatser,Kommunikationer,2021006297,49625464,,,"28,340,404",0,"12,889,077",0,0,"3,564,184",0,0,0,0,0,"4,831,799"
2022,Trafikverket,Ersättning avseende icke statliga flygplatser,Lån avseende regional flygtrafiktjänst,Kommunikationer,2021006297,0,,,0,0,0,0,0,"26,5",0,0,0,0,0,0
2022,Trafikverket,Trafikavtal,Trafikavtal,Kommunikationer,2021006297,81372387024,,,"85,542,437","9,548,441,383","9,466,091,357","8,960,449,242","10,905,537,221","9,373,264,005","2,397,506,695","100,479,538","14,609,231,377","7,247,861,503","83,679,022","8,594,303,244"
2022,Kammarkollegiet,Viss internationell verksamhet,Viss internationell verksamhet - del till Kammarkollegiet,Kommunikationer,2021000829,30,,,30,"0,39556125",0,0,0,0,0,0,0,0,0,0
2022,Statens väg- och transportforskningsinstitut,Statens väg- och transportforskningsinstitut,Statens väg- och transportforskningsinstitut,Kommunikationer,2021000704,6426400410,,,"6,42","6,42","544,809,987","737,058,704","794,193,089","695,393,304","238,458,673","503,744,163","762,725,431","852,433,005","714,753,089","582,830,965"
2022,Statens väg- och transportforskningsinstitut,Statens väg- och transportforskningsinstitut,Nationellt kunskapscentrum om cykel,Kommunikationer,2021000704,0,,,"0,417","0,417","0,45138269","0,27409216","0,55109334","0,5021613","0,20754766","0,3514058","0,40280317","0,59983202","0,38363455","0,44204731"
2022,Trafikverket,Från EU-budgeten finansierade stöd till Transeuropeiska nätverk,"EU-stöd, TEN",Kommunikationer,2021006297,81994501353,,,"1,985,997,717",0,"50,158,245","7,375,747,595","1,146,447,011","0,6486883","172,388,185","556,816,181","1,321,081,873","38,111,452,594","10,339,550,237","20,934,861,715"
2022,Domstolsverket,Trängselskatt i Stockholm,Trängselskatt - del till Domstolsverket,Kommunikationer,2021002742,0,,,0,0,0,"0,07829442",0,"0,08032818",0,0,"0,05591369",0,0,"0,08387051"
2022,Skatteverket,Trängselskatt i Stockholm,Trängselskatt - del till Skatteverket,Kommunikationer,2021005448,788281754,,,"141,385,044","190,711,805","19,537,283","141,148,398","143,487,605","174,423,808","0,79396612","148,924,127","235,011,571","189,867,331","195,961,143","-792,176,361"
2022,Trafikverket,Trängselskatt i Stockholm,Trängselskatt Stockholm - del till Trafikverket,Kommunikationer,2021006297,3026278921,,,"0,33892238","202,162,041","342,211,576","112,063,357","357,550,541","175,158,072","0,49906906","361,313,903","161,213,474","583,596,977","122,496,236","608,512,744"
2022,Kronofogdemyndigheten,Trängselskatt i Stockholm,Trängselskatt - del till Kronofogdemyndigheten,Kommunikationer,2021005646,0,,,0,0,"0,944",0,0,"0,849",0,0,"0,953",0,0,"0,654"
2022,Transportstyrelsen,Trängselskatt i Stockholm,Trängselskatt - del till Transportstyrelsen,Kommunikationer,2021006099,5564901756,,,"547,393,911","479,369,173","51,528,977","447,933,703","533,889,798","487,784,347","131,828,347","567,610,836","485,192,446","547,146,534","573,530,793","711,692,891"
2022,Trafikverket,Trängselskatt i Stockholm,Trängselskatt Stockholm - del till Trafikverket,Kommunikationer,2021006297,1.66668E+11,,,"52,275,164,921","57,176,362,596","-29,493,453,569","12,921,391,105","33,806,790,265","43,942,998,087","-21,377,771,125","3,026,536,493","-4,909,627,937","41,505,840,437","-693,021,769","-21,513,624,941"
2022,Transportstyrelsen,Transportstyrelsen,Verksamhet som finansieras med avgifter.,Kommunikationer,2021006099,1.52015E+11,,,"12,022,825,021","11,867,301,656","12,898,918,144","12,544,330,707","13,903,910,003","13,410,856,824","2,280,736,929","16,815,758,016","13,370,670,449","14,810,081,407","14,207,243,217","13,882,168,184"
2022,Transportstyrelsen,Transportstyrelsen,Verksamhet som inte finansieras med avgifter.,Kommunikationer,2021006099,65028542059,,,"6,718,241,665","6,804,597,449","5,969,235,452","6,904,210,389","6,971,993,183","7,006,534,831","1,334,277,066","8,146,249,021","6,571,985,567","755,282,752","658,951,156","7,186,983,528"
2022,Kammarkollegiet,Trafikanalys,Trafikanalys - Maritim strategi,Kommunikationer,2021000829,0,,,0,0,0,0,0,0,0,0,0,"0,75",0,"0,4"
2022,Trafikanalys,Trafikanalys,Trafikanalys - del till Trafikanalys,Kommunikationer,2021006305,6360965712,,,"389,830,562","446,155,139","432,044,793","652,516,556","44,691,661","658,841,955","677,992,732","302,404,442","440,849,576","479,471,732","703,260,705","1,132,905,859"
2022,Trafikverket,Trängselskatt i Göteborg,Trängselskatt Göteborg - del till Trafikverket,Kommunikationer,2021006297,1637809138,,,"0,17188689","172,479,437","212,974,395","123,269,728","101,106,928","124,630,456","0,46235135","228,982,586","178,479,333","141,823,754","153,906,385","200,156,136"
2022,Trafikverket,Trängselskatt i Göteborg,Trängselskatt Göteborg - del till Trafikverket,Kommunikationer,2021006297,40350609776,,,"0,08885475","2,850,827,255","21,025,028","35,206,729,818","0,07980825","0,080471","0,05138725","35,513,994","0,00253","-4,540,134,379","1,039,788,475","5,736,859,585"
2022,Skatteverket,Trängselskatt i Göteborg,Trängselskatt i Göteborg - del till Skatteverket,Kommunikationer,2021005448,924207521,,,"0,00401163",0,0,0,"0,00584982",0,0,"0,000385",0,"0,000516",0,"924,207,521"
2022,Domstolsverket,Trängselskatt i Göteborg,Trängselskatt i Göteborg - del till Domstolsverket,Kommunikationer,2021002742,0,,,0,0,0,"0,08129948",0,"0,07820936",0,0,"0,09787502",0,0,"0,1041597"
2022,Kronofogdemyndigheten,Trängselskatt i Göteborg,Trängselskatt i Göteborg - del till Kronofogdemyndigheten,Kommunikationer,2021005646,0,,,0,0,"0,405",0,0,"0,364",0,0,"0,408",0,0,"0,473"
2022,Transportstyrelsen,Trängselskatt i Göteborg,Trängselskatt i Göteborg - del till Transportstyrelsen,Kommunikationer,2021006099,9093982024,,,"809,608,529","689,844,332","773,108,768","641,426,827","796,347,523","711,977,717","197,449,538","829,255,061","706,960,429","759,526,633","899,602,544","1,278,874,123"
2022,Trafikverket,Sjöfartsstöd,Sjöfartsstöd,Kommunikationer,2021006297,1026305108,,,"103,596,552","102,721,274","9,963,571","101,162,034","107,988,094","11,231,139","117,824,383","122,676,099","12,703,773","118,915,959","116,027,679","101,494,551"
2022,Trafikverket,Internationell tågtrafik,Internationell tågtrafik,Kommunikationer,2021006297,22509520,,,0,"0,0151","0,0129","0,00128","0,00256","0,01216","7,040,385","0,00896","1,410,125","0,0352","7,010,305","7,048,705"
2022,Luftfartsverket,Infrastruktur för flygtrafiktjänst,Infrastruktur för flygtrafiktjänst,Kommunikationer,2021000795,10092859306,,,"646,773,617","1,617,819,741","15,789,142","12,317,908","12,592,451","16,334,119","7,524,842","12,625,035","1,429,919,941","1,212,750,615","1,448,154,588","3,660,257,307"
2022,Centrala studiestödsnämnden,Lån till körkort,Lån till körkort för arbetssökande i åldern 18–47 år,Kommunikationer,2021001819,19200,,,"2,665","3,055","3,26","2,285","2,635","2,28","1,925","2,09","2,375","2,275","2,2","1,985"
2022,Centrala studiestödsnämnden,Lån till körkort,Lån till körkort för personer med fullföljd gymnasieutbildning i åldern 19–20 år,Kommunikationer,2021001819,0,,,"0,275","0,345","0,445","0,305","0,36","0,4","0,395","0,49","0,54","0,615","0,57","0,44"
2022,Trafikverket,Bidrag för upprätthållande av kollektivtrafik,Bidrag för upprätthållande av kollektivtrafik,Kommunikationer,2021006297,1000,,,0,0,0,0,0,0,0,0,0,0,0,1000
2022,Luftfartsverket,Obemannad luftfart,Obemannad luftfart,Kommunikationer,2021000795,4555783,,,0,0,0,0,0,0,0,0,0,0,0,"4,555,783"
2022,Luftfartsverket,Tillskott till Luftfartsverket,Tillskott till Luftfartsverket,Kommunikationer,2021000795,0,,,0,0,0,0,0,0,0,0,0,0,0,0
2022,Post- och telestyrelsen,Post- och telestyrelsen,Förvaltningskostnader för vissa myndighetsuppgifter,Kommunikationer,2021004359,7512760091,,,"0,013793","1,170,344,841","694,167,511","6,398,391","629,187,978","657,206,543","0,24641502","1,306,071,878","689,622,823","77,734,839","839,025,354","1,442,999,933"
2022,Post- och telestyrelsen,Ersättning för särskilda tjänster för personer med funktionsnedsättning,Ersättning för särskilda tjänster för personer med funktionsnedsättning,Kommunikationer,2021004359,10210515183,,,"0,11047925","1,035,007,828","94,981,311","870,369,852","840,997,403","1,765,659,957","146,876,391","750,178,988","1,038,699,563","798,119,301","1,034,834,846","1,834,789,743"
2022,Länsstyrelsen i Dalarnas län,Grundläggande betaltjänster,Grundl. betaltj. - del till länsstyrelsen i Dalarna,Kommunikationer,2021002429,146266494,,,0,0,0,0,0,0,0,0,"0,15671931","0,20495523","0,17566052","146,266,494"
2022,Post- och telestyrelsen,Grundläggande betaltjänster,Grundl. betaltj. - del till Post- och telestyrelsen,Kommunikationer,2021004359,1184505887,,,"-40,048","-158,362","0,20910731","0,22711843","232,924,672","160,182,767","0,00053585","0,60576796","122,420,772","297,239,421","303,549,207","68,387,458"
2022,Post- och telestyrelsen,Informationsteknik och telekommunikation,Informationsteknik - del till Post- och telestyrelsen,Kommunikationer,2021004359,606535769,,,"0,00960053","158,769,291","0,88088079","0,96479049","0,72166762","0,76508606","0,09907765","166,953,523","0,76178153","0,72659082","101,695,109","179,117,846"
2022,Statistiska centralbyrån,Informationsteknik och telekommunikation,Informationsteknik - del till Statistiska centralbyrån,Kommunikationer,2021000837,0,,,"0,22116986","0,31087519","0,35570073","0,33964699","0,26602325","0,29393125","0,1028726","0,20461377","0,19238555","0,24339757","0,72227116","0,93711208"
2022,Kammarkollegiet,Informationsteknik och telekommunikation,Informationsteknik - del till Kammarkollegiets disposition,Kommunikationer,2021000829,34,,,0,"0,4",7,26,0,0,0,0,0,"1,5",0,1
2022,Verket för innovationssystem,Informationsteknik och telekommunikation,Informationsteknik - del till medfinansiering av EU-programmet Digital Informationsteknik,Kommunikationer,2021005216,49999997,,,0,0,0,0,0,0,0,0,0,0,"10,981,345","39,018,652"
2022,Post- och telestyrelsen,Driftsäker och tillgänglig elektronisk kommunikation,Del till Post- och telestyrelsen,Kommunikationer,2021004359,10940424554,,,"0,12632184","-237,419,813","292,137,535","815,039,056","368,384,103","268,012,727","1,217,692,555","189,276,973","327,150,155","688,106,639","600,710,373","6,411,334,251"
2022,Post- och telestyrelsen,Driftsäker och tillgänglig elektronisk kommunikation,Elektronisk komm - Tillgängliga elektroniska kommunikationer - del till Post- och telestyrelsen,Kommunikationer,2021004359,4140168535,,,"116,253,927","90,094,908","1,032,979,837","0,89206472","177,342,947","0,78049675","0,50229418","130,084,703","139,243,339","235,553,051","0,77075791","2,218,615,823"
2022,Post- och telestyrelsen,Driftsäker och tillgänglig elektronisk kommunikation,Civilt försvar,Kommunikationer,2021004359,17452309645,,,"0,11212925","0,04462888","16,818,398","662,827,182","27,465,527","130,342,394","1,401,616,776","0,48577978","299,854,803","636,660,206","130,489,611","14,146,234,748"
2022,Post- och telestyrelsen,Driftsäker och tillgänglig elektronisk kommunikation,Stöd för bredbandsutbyggnad,Kommunikationer,2021004359,79460142320,,,"0,20176199","813,460,192","450,820,748","460,192,494","407,290,022","392,937,006","0,09820955","789,646,721","337,404,199","378,998,629","124,977,785,597","-49,548,393,288"
2022,Post- och telestyrelsen,Driftsäker och tillgänglig elektronisk kommunikation,Stöd för bredbandsutbyggnad RRF,Kommunikationer,2021004359,499917172,,,0,0,0,0,0,0,0,0,0,0,0,"499,917,172"
2022,Myndigheten för digital förvaltning,Myndigheten för digital förvaltning,Myndigheten för digital förvaltning,Kommunikationer,2021006883,14529018994,,,"1,118,698,353","1,402,663,541","844,386,685","1,982,522,033","951,629,891","1,097,090,579","1,958,927,879","1,234,141,138","826,861,484","131,307,314","648,980,734","2,331,809,363"
